Program Version:,EnergyPlus, Version 9.6.0-f420c06a69, YMD=2024.05.14 12:32
Tabular Output Report in Format: ,Comma

Building:,US+MF+CZ7+gasfurnace+crawlspace+IECC_2021
Environment:,ANNUAL ** Quebec.City-Ste.Foy-Univ.Laval QC CAN Custom-713920 WMO#=713920

----------------------------------------------------------------------------------------------------
REPORT:,Annual Building Utility Performance Summary
FOR:,Entire Facility
Values gathered over        24.00 hours
WARNING: THE REPORT DOES NOT REPRESENT A FULL ANNUAL SIMULATION.

Site and Source Energy

,,Total Energy [kBtu],Energy Per Total Building Area [kBtu/ft2],Energy Per Conditioned Building Area [kBtu/ft2]
,Total Site Energy,4265.35,0.11,0.20
,Net Site Energy,4265.35,0.11,0.20
,Total Source Energy,6743.41,0.17,0.31
,Net Source Energy,6743.41,0.17,0.31


Site to Source Energy Conversion Factors

,,Site=>Source Conversion Factor
,Electricity,3.167
,Natural Gas,1.084
,District Cooling,1.056
,District Heating,3.613
,Steam,1.200
,Gasoline,1.050
,Diesel,1.050
,Coal,1.050
,Fuel Oil No 1,1.050
,Fuel Oil No 2,1.050
,Propane,1.050
,Other Fuel 1,1.000
,Other Fuel 2,1.000


Building Area

,,Area [ft2]
,Total Building Area,39005.22
,Net Conditioned Building Area,21609.96
,Unconditioned Building Area,17395.26


End Uses

,,Electricity [kBtu],Natural Gas [kBtu],Gasoline [kBtu],Diesel [kBtu],Coal [kBtu],Fuel Oil No 1 [kBtu],Fuel Oil No 2 [kBtu],Propane [kBtu],Other Fuel 1 [kBtu],Other Fuel 2 [kBtu],District Cooling [kBtu],District Heating [kBtu],Water [gal]
,Heating,0.00,2149.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Cooling,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Lighting,106.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Lighting,51.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment,721.84,481.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Equipment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Fans,138.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Pumps,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Rejection,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Humidification,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Water Systems,0.00,616.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,933.99
,Refrigeration,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Generators,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,,
,Total End Uses,1017.65,3247.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,933.99
Note: Natural gas appears to be the principal heating source based on energy usage.


End Uses By Subcategory

,,Subcategory,Electricity [kBtu],Natural Gas [kBtu],Gasoline [kBtu],Diesel [kBtu],Coal [kBtu],Fuel Oil No 1 [kBtu],Fuel Oil No 2 [kBtu],Propane [kBtu],Other Fuel 1 [kBtu],Other Fuel 2 [kBtu],District Cooling [kBtu],District Heating [kBtu],Water [gal]
The Design Load is the zone sensible load only. It does not include any system effects or ventilation loads.


Zone Sensible Heating

,,Calculated Design Load [Btu/h],User Design Load [Btu/h],User Design Load per Area [Btu/h-ft2],Calculated Design Air Flow [ft3/min],User Design Air Flow [ft3/min],Design Day Name,Date/Time Of Peak {TIMESTAMP},Thermostat Setpoint Temperature at Peak Load [F],Indoor Temperature at Peak Load [F],Indoor Humidity Ratio at Peak Load [lbWater/lbDryAir],Outdoor Temperature at Peak Load [F],Outdoor Humidity Ratio at Peak Load [lbWater/lbDryAir],Minimum Outdoor Air Flow Rate [ft3/min],Heat Gain Rate from DOAS [Btu/h]
,LIVING_UNIT1_FRONTROW_BOTTOMFLOOR,11175.39,11175.39,9.31,203.960,203.960,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,71.60,71.59,0.00707,-26.9,0.00018,44.995,0.00
,LIVING_UNIT2_FRONTROW_BOTTOMFLOOR,8037.24,8037.24,6.69,146.690,146.690,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,71.60,71.59,0.00694,-26.9,0.00018,44.995,0.00
,LIVING_UNIT3_FRONTROW_BOTTOMFLOOR,11182.89,11182.89,9.31,204.097,204.097,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,71.60,71.59,0.00707,-26.9,0.00018,44.995,0.00
,LIVING_UNIT1_BACKROW_BOTTOMFLOOR,11178.53,11178.53,9.31,204.017,204.017,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,71.60,71.59,0.00707,-26.9,0.00018,44.995,0.00
,LIVING_UNIT2_BACKROW_BOTTOMFLOOR,8037.75,8037.75,6.70,146.700,146.700,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,71.60,71.59,0.00694,-26.9,0.00018,44.995,0.00
,LIVING_UNIT3_BACKROW_BOTTOMFLOOR,11180.86,11180.86,9.31,204.060,204.060,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,71.60,71.59,0.00707,-26.9,0.00018,44.995,0.00
,LIVING_UNIT1_FRONTROW_MIDDLEFLOOR,7811.72,7811.72,6.51,142.595,142.595,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,71.60,71.60,0.00760,-26.9,0.00018,44.995,0.00
,LIVING_UNIT2_FRONTROW_MIDDLEFLOOR,4701.92,4701.92,3.92,85.833,85.833,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 10:00:00,71.60,71.60,0.00782,-26.9,0.00018,44.995,0.00
,LIVING_UNIT3_FRONTROW_MIDDLEFLOOR,7812.60,7812.60,6.51,142.611,142.611,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,71.60,71.60,0.00760,-26.9,0.00018,44.995,0.00
,LIVING_UNIT1_BACKROW_MIDDLEFLOOR,7813.34,7813.34,6.51,142.625,142.625,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,71.60,71.60,0.00760,-26.9,0.00018,44.995,0.00
,LIVING_UNIT2_BACKROW_MIDDLEFLOOR,4701.14,4701.14,3.92,85.819,85.819,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 10:00:00,71.60,71.60,0.00782,-26.9,0.00018,44.995,0.00
,LIVING_UNIT3_BACKROW_MIDDLEFLOOR,7809.41,7809.41,6.50,142.553,142.553,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,71.60,71.60,0.00760,-26.9,0.00018,44.995,0.00
,LIVING_UNIT3_BACKROW_TOPFLOOR,11427.08,11427.08,9.52,208.554,208.554,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,71.60,71.59,0.00708,-26.9,0.00018,44.995,0.00
,LIVING_UNIT3_FRONTROW_TOPFLOOR,11431.13,11431.13,9.52,208.628,208.628,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,71.60,71.59,0.00708,-26.9,0.00018,44.995,0.00
,LIVING_UNIT1_FRONTROW_TOPFLOOR,11434.90,11434.90,9.52,208.697,208.697,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,71.60,71.59,0.00708,-26.9,0.00018,44.995,0.00
,LIVING_UNIT2_BACKROW_TOPFLOOR,8303.20,8303.20,6.92,151.545,151.545,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,71.60,71.59,0.00697,-26.9,0.00018,44.995,0.00
,LIVING_UNIT2_FRONTROW_TOPFLOOR,8305.50,8305.50,6.92,151.587,151.587,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,71.60,71.59,0.00697,-26.9,0.00018,44.995,0.00
,LIVING_UNIT1_BACKROW_TOPFLOOR,11434.32,11434.32,9.52,208.686,208.686,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,71.60,71.59,0.00708,-26.9,0.00018,44.995,0.00
The Design Load is the zone sensible load only. It does not include any system effects or ventilation loads.


System Design Air Flow Rates

,,Calculated cooling [ft3/min],User cooling [ft3/min],Calculated heating [ft3/min],User heating [ft3/min],Adjusted cooling [ft3/min],Adjusted heating [ft3/min],Adjusted main [ft3/min],Calculated Heating Air Flow Ratio [],User Heating Air Flow Ratio []
,CENTRAL SYSTEM_UNIT1_FRONTROW_BOTTOMFLOOR,500.02,500.02,203.96,203.96,500.0236,500.0236,500.0236,1.0000,1.0000
,CENTRAL SYSTEM_UNIT2_FRONTROW_BOTTOMFLOOR,296.73,296.73,146.69,146.69,296.7251,296.7251,296.7251,1.0000,1.0000
,CENTRAL SYSTEM_UNIT3_FRONTROW_BOTTOMFLOOR,392.23,392.23,204.10,204.10,392.2274,392.2274,392.2274,1.0000,1.0000
,CENTRAL SYSTEM_UNIT1_BACKROW_BOTTOMFLOOR,464.35,464.35,204.02,204.02,464.3460,464.3460,464.3460,1.0000,1.0000
,CENTRAL SYSTEM_UNIT2_BACKROW_BOTTOMFLOOR,289.61,289.61,146.70,146.70,289.6072,289.6072,289.6072,1.0000,1.0000
,CENTRAL SYSTEM_UNIT3_BACKROW_BOTTOMFLOOR,368.03,368.03,204.06,204.06,368.0326,368.0326,368.0326,1.0000,1.0000
,CENTRAL SYSTEM_UNIT1_FRONTROW_MIDDLEFLOOR,490.04,490.04,142.59,142.59,490.0441,490.0441,490.0441,1.0000,1.0000
,CENTRAL SYSTEM_UNIT2_FRONTROW_MIDDLEFLOOR,307.18,307.18,85.83,85.83,307.1804,307.1804,307.1804,1.0000,1.0000
,CENTRAL SYSTEM_UNIT3_FRONTROW_MIDDLEFLOOR,392.08,392.08,142.61,142.61,392.0820,392.0820,392.0820,1.0000,1.0000
,CENTRAL SYSTEM_UNIT1_BACKROW_MIDDLEFLOOR,451.41,451.41,142.62,142.62,451.4138,451.4138,451.4138,1.0000,1.0000
,CENTRAL SYSTEM_UNIT2_BACKROW_MIDDLEFLOOR,300.73,300.73,85.82,85.82,300.7283,300.7283,300.7283,1.0000,1.0000
,CENTRAL SYSTEM_UNIT3_BACKROW_MIDDLEFLOOR,364.95,364.95,142.55,142.55,364.9518,364.9518,364.9518,1.0000,1.0000
,CENTRAL SYSTEM_UNIT1_FRONTROW_TOPFLOOR,501.29,501.29,208.70,208.70,501.2910,501.2910,501.2910,1.0000,1.0000
,CENTRAL SYSTEM_UNIT2_FRONTROW_TOPFLOOR,327.09,327.09,151.59,151.59,327.0897,327.0897,327.0897,1.0000,1.0000
,CENTRAL SYSTEM_UNIT3_FRONTROW_TOPFLOOR,391.06,391.06,208.63,208.63,391.0604,391.0604,391.0604,1.0000,1.0000
,CENTRAL SYSTEM_UNIT1_BACKROW_TOPFLOOR,478.09,478.09,208.69,208.69,478.0938,478.0938,478.0938,1.0000,1.0000
,CENTRAL SYSTEM_UNIT2_BACKROW_TOPFLOOR,325.85,325.85,151.54,151.54,325.8533,325.8533,325.8533,1.0000,1.0000
,CENTRAL SYSTEM_UNIT3_BACKROW_TOPFLOOR,364.66,364.66,208.55,208.55,364.6646,364.6646,364.6646,1.0000,1.0000


Plant Loop Coincident Design Fluid Flow Rate Adjustments

,,Previous Design Volume Flow Rate [ft3/min],Algorithm Volume Flow Rate [ft3/min],Coincident Design Volume Flow Rate [ft3/min],Coincident Size Adjusted,Peak Sizing Period Name,Peak Day into Period {TIMESTAMP}[day],Peak Hour Of Day {TIMESTAMP}[hr],Peak Step Start Minute {TIMESTAMP}[min]
,None,,,,,,,,


Coil Sizing Summary

,,Coil Type,HVAC Type,HVAC Name,Coil Final Gross Total Capacity [Btu/h],Coil Final Gross Sensible Capacity [Btu/h],Coil Final Reference Air Volume Flow Rate [ft3/min],Coil Final Reference Plant Fluid Volume Flow Rate [ft3/min],Coil U-value Times Area Value [Btu/h-F],Design Day Name at Sensible Ideal Loads Peak,Date/Time at Sensible Ideal Loads Peak,Design Day Name at Air Flow Ideal Loads Peak,Date/Time at Air Flow Ideal Loads Peak,Coil Total Capacity at Ideal Loads Peak [Btu/h],Coil Sensible Capacity at Ideal Loads Peak [Btu/h],Coil Air Volume Flow Rate at Ideal Loads Peak [ft3/min],Coil Entering Air Drybulb at Ideal Loads Peak [F],Coil Entering Air Wetbulb at Ideal Loads Peak [F],Coil Entering Air Humidity Ratio at Ideal Loads Peak [lbWater/lbDryAir],Coil Leaving Air Drybulb at Ideal Loads Peak [F],Coil Leaving Air Wetbulb at Ideal Loads Peak [F],Coil Leaving Air Humidity Ratio at Ideal Loads Peak [lbWater/lbDryAir],Outdoor Air Drybulb at Ideal Loads Peak [F],Outdoor Air Humidity Ratio at Ideal Loads Peak [lbWater/lbDryAir],Outdoor Air Wetbulb at Ideal Loads Peak [F],Outdoor Air Flow Percentage at Ideal Loads Peak [%],Zone Air Drybulb at Ideal Loads Peak [F],Zone Air Humidity Ratio at Ideal Loads Peak [lbWater/lbDryAir],Zone Air Relative Humidity at Ideal Loads Peak [%],Zone Sensible Heat Gain at Ideal Loads Peak [Btu/h],Zone Latent Heat Gain at Ideal Loads Peak [Btu/h],Coil Total Capacity at Rating Conditions [Btu/h],Coil Sensible Capacity at Rating Conditions [Btu/h]
,DX COOLING COIL_UNIT1_FRONTROW_BOTTOMFLOOR,Coil:Cooling:DX:SingleSpeed,AirLoopHVAC,CENTRAL SYSTEM_UNIT1_FRONTROW_BOTTOMFLOOR,13330.079,10672.798,500.023587,-999.,-999.00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 17:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 17:00:00,13178.43,11482.61,500.023587,74.20,61.36,0.00876395,53.60,52.09,0.00800000,83.06,0.01272282,69.78,8.9986,71.60,0.00837248,50.3398,9783.45,0.00,13335.64,10604.62
,MAIN FUEL HEATING COIL_UNIT1_FRONTROW_BOTTOMFLOOR,Coil:Heating:Fuel,AirLoopHVAC,CENTRAL SYSTEM_UNIT1_FRONTROW_BOTTOMFLOOR,15756.999,15756.999,-999.,-999.,-999.00,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,15757.00,15757.00,500.023587,62.73,53.07,0.00644597,122.00,74.93,0.00800000,-26.9,0.00018338,-26.9,8.9986,71.59,0.00706524,42.5838,11175.39,0.00,-999.0,-999.0
,DX COOLING COIL_UNIT2_FRONTROW_BOTTOMFLOOR,Coil:Cooling:DX:SingleSpeed,AirLoopHVAC,CENTRAL SYSTEM_UNIT2_FRONTROW_BOTTOMFLOOR,7910.880,6333.699,296.725148,-999.,-999.00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 23:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 23:00:00,8498.37,6462.74,296.725148,73.44,62.33,0.00957642,53.60,52.09,0.00800000,69.44,0.01270967,65.53,15.1639,72.31,0.00901638,52.8767,6162.69,0.00,7914.18,6293.26
,MAIN FUEL HEATING COIL_UNIT2_FRONTROW_BOTTOMFLOOR,Coil:Heating:Fuel,AirLoopHVAC,CENTRAL SYSTEM_UNIT2_FRONTROW_BOTTOMFLOOR,12664.637,12664.637,-999.,-999.,-999.00,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,12664.64,12664.64,296.725148,56.66,49.45,0.00591475,122.00,74.93,0.00800000,-26.9,0.00018338,-26.9,15.1639,71.59,0.00693919,41.8304,8037.24,0.00,-999.0,-999.0
,DX COOLING COIL_UNIT3_FRONTROW_BOTTOMFLOOR,Coil:Cooling:DX:SingleSpeed,AirLoopHVAC,CENTRAL SYSTEM_UNIT3_FRONTROW_BOTTOMFLOOR,10456.352,8371.933,392.227428,-999.,-999.00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 10:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 10:00:00,10649.32,9031.09,392.227428,73.87,61.47,0.00891380,53.60,52.09,0.00800000,77.70,0.01271761,68.16,11.4717,71.60,0.00842090,50.6261,7674.53,0.00,10460.72,8318.46
,MAIN FUEL HEATING COIL_UNIT3_FRONTROW_BOTTOMFLOOR,Coil:Heating:Fuel,AirLoopHVAC,CENTRAL SYSTEM_UNIT3_FRONTROW_BOTTOMFLOOR,15764.397,15764.397,-999.,-999.,-999.00,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,15764.40,15764.40,392.227428,60.29,51.73,0.00627624,122.00,74.93,0.00800000,-26.9,0.00018338,-26.9,11.4717,71.59,0.00706576,42.5869,11182.89,0.00,-999.0,-999.0
,DX COOLING COIL_UNIT1_BACKROW_BOTTOMFLOOR,Coil:Cooling:DX:SingleSpeed,AirLoopHVAC,CENTRAL SYSTEM_UNIT1_BACKROW_BOTTOMFLOOR,12378.953,9911.274,464.345972,-999.,-999.00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 17:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 17:00:00,12255.97,10570.61,464.345972,74.28,61.48,0.00882752,53.60,52.09,0.00800000,83.06,0.01272282,69.78,9.6900,71.60,0.00840956,50.5599,9085.33,0.00,12384.12,9847.96
,MAIN FUEL HEATING COIL_UNIT1_BACKROW_BOTTOMFLOOR,Coil:Heating:Fuel,AirLoopHVAC,CENTRAL SYSTEM_UNIT1_BACKROW_BOTTOMFLOOR,15760.100,15760.100,-999.,-999.,-999.00,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,15760.10,15760.10,464.345972,62.05,52.70,0.00639859,122.00,74.93,0.00800000,-26.9,0.00018338,-26.9,9.6900,71.59,0.00706546,42.5851,11178.53,0.00,-999.0,-999.0
,DX COOLING COIL_UNIT2_BACKROW_BOTTOMFLOOR,Coil:Cooling:DX:SingleSpeed,AirLoopHVAC,CENTRAL SYSTEM_UNIT2_BACKROW_BOTTOMFLOOR,7791.884,6235.784,289.607162,-999.,-999.00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 23:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 23:00:00,8381.44,6309.69,289.607162,73.43,62.42,0.00964246,53.60,52.09,0.00800000,69.44,0.01270967,65.53,15.5366,72.30,0.00907826,53.2364,6018.34,0.00,7795.14,6196.61
,MAIN FUEL HEATING COIL_UNIT2_BACKROW_BOTTOMFLOOR,Coil:Heating:Fuel,AirLoopHVAC,CENTRAL SYSTEM_UNIT2_BACKROW_BOTTOMFLOOR,12665.138,12665.138,-999.,-999.,-999.00,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,12665.14,12665.14,289.607162,56.29,49.24,0.00588962,122.00,74.93,0.00800000,-26.9,0.00018338,-26.9,15.5366,71.59,0.00693925,41.8307,8037.75,0.00,-999.0,-999.0
,DX COOLING COIL_UNIT3_BACKROW_BOTTOMFLOOR,Coil:Cooling:DX:SingleSpeed,AirLoopHVAC,CENTRAL SYSTEM_UNIT3_BACKROW_BOTTOMFLOOR,9811.344,7855.504,368.032587,-999.,-999.00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 09:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 09:00:00,10194.98,8447.58,368.032587,73.45,61.51,0.00903579,53.60,52.09,0.00800000,73.90,0.01271395,66.97,12.2258,71.60,0.00852347,51.2349,7201.02,0.00,9815.44,7805.33
,MAIN FUEL HEATING COIL_UNIT3_BACKROW_BOTTOMFLOOR,Coil:Heating:Fuel,AirLoopHVAC,CENTRAL SYSTEM_UNIT3_BACKROW_BOTTOMFLOOR,15762.390,15762.390,-999.,-999.,-999.00,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,15762.39,15762.39,368.032587,59.55,51.31,0.00622421,122.00,74.93,0.00800000,-26.9,0.00018338,-26.9,12.2258,71.59,0.00706562,42.5860,11180.86,0.00,-999.0,-999.0
,DX COOLING COIL_UNIT1_FRONTROW_MIDDLEFLOOR,Coil:Cooling:DX:SingleSpeed,AirLoopHVAC,CENTRAL SYSTEM_UNIT1_FRONTROW_MIDDLEFLOOR,13064.037,10459.790,490.044108,-999.,-999.00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 17:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 17:00:00,12900.60,11375.60,490.044108,74.22,61.26,0.00869410,53.60,52.09,0.00800000,83.06,0.01272282,69.78,9.1818,71.60,0.00828679,49.8306,9588.43,0.00,13069.49,10392.98
,MAIN FUEL HEATING COIL_UNIT1_FRONTROW_MIDDLEFLOOR,Coil:Heating:Fuel,AirLoopHVAC,CENTRAL SYSTEM_UNIT1_FRONTROW_MIDDLEFLOOR,12442.747,12442.747,-999.,-999.,-999.00,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,12442.75,12442.75,490.044108,62.56,53.85,0.00691568,122.00,74.93,0.00800000,-26.9,0.00018338,-26.9,9.1818,71.60,0.00759633,45.7325,7811.72,0.00,-999.0,-999.0
,DX COOLING COIL_UNIT2_FRONTROW_MIDDLEFLOOR,Coil:Cooling:DX:SingleSpeed,AirLoopHVAC,CENTRAL SYSTEM_UNIT2_FRONTROW_MIDDLEFLOOR,8189.092,6556.639,307.180395,-999.,-999.00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 23:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 23:00:00,8762.52,6871.74,307.180395,73.46,62.03,0.00937817,53.60,52.09,0.00800000,69.44,0.01270967,65.53,14.6477,72.31,0.00880643,51.6581,6374.99,0.00,8192.51,6514.76
,MAIN FUEL HEATING COIL_UNIT2_FRONTROW_MIDDLEFLOOR,Coil:Heating:Fuel,AirLoopHVAC,CENTRAL SYSTEM_UNIT2_FRONTROW_MIDDLEFLOOR,9378.366,9378.366,-999.,-999.,-999.00,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 10:00:00,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 10:00:00,9378.37,9378.37,307.180395,57.18,51.19,0.00670037,122.00,74.93,0.00800000,-26.9,0.00018338,-26.9,14.6477,71.60,0.00781878,47.0512,4701.92,0.00,-999.0,-999.0
,DX COOLING COIL_UNIT3_FRONTROW_MIDDLEFLOOR,Coil:Cooling:DX:SingleSpeed,AirLoopHVAC,CENTRAL SYSTEM_UNIT3_FRONTROW_MIDDLEFLOOR,10452.475,8368.829,392.082006,-999.,-999.00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 10:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 10:00:00,10628.05,9147.33,392.082006,73.87,61.33,0.00882555,53.60,52.09,0.00800000,77.70,0.01271761,68.16,11.4759,71.60,0.00832100,50.0330,7671.80,0.00,10456.84,8315.37
,MAIN FUEL HEATING COIL_UNIT3_FRONTROW_MIDDLEFLOOR,Coil:Heating:Fuel,AirLoopHVAC,CENTRAL SYSTEM_UNIT3_FRONTROW_MIDDLEFLOOR,12443.619,12443.619,-999.,-999.,-999.00,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,12443.62,12443.62,392.082006,60.30,52.60,0.00674565,122.00,74.93,0.00800000,-26.9,0.00018338,-26.9,11.4759,71.60,0.00759636,45.7327,7812.60,0.00,-999.0,-999.0
,DX COOLING COIL_UNIT1_BACKROW_MIDDLEFLOOR,Coil:Cooling:DX:SingleSpeed,AirLoopHVAC,CENTRAL SYSTEM_UNIT1_BACKROW_MIDDLEFLOOR,12034.197,9635.243,451.413832,-999.,-999.00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 17:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 17:00:00,11900.65,10392.39,451.413832,74.31,61.38,0.00875429,53.60,52.09,0.00800000,83.06,0.01272282,69.78,9.9676,71.60,0.00831494,49.9977,8832.54,0.00,12039.22,9573.69
,MAIN FUEL HEATING COIL_UNIT1_BACKROW_MIDDLEFLOOR,Coil:Heating:Fuel,AirLoopHVAC,CENTRAL SYSTEM_UNIT1_BACKROW_MIDDLEFLOOR,12444.351,12444.351,-999.,-999.,-999.00,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 11:00:00,12444.35,12444.35,451.413832,61.78,53.43,0.00685749,122.00,74.93,0.00800000,-26.9,0.00018338,-26.9,9.9676,71.60,0.00759639,45.7329,7813.34,0.00,-999.0,-999.0
,DX COOLING COIL_UNIT2_BACKROW_MIDDLEFLOOR,Coil:Cooling:DX:SingleSpeed,AirLoopHVAC,CENTRAL SYSTEM_UNIT2_BACKROW_MIDDLEFLOOR,8017.085,6418.921,300.728258,-999.,-999.00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 23:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 23:00:00,8587.37,6677.75,300.728258,73.45,62.11,0.00943170,53.60,52.09,0.00800000,69.44,0.01270967,65.53,14.9620,72.31,0.00885496,51.9406,6244.11,0.00,8020.43,6377.92
