Program Version:,EnergyPlus, Version 9.6.0-f420c06a69, YMD=2024.05.14 12:32
Tabular Output Report in Format: ,Comma

Building:,US+MF+CZ7+oilfurnace+slab+IECC_2021
Environment:,ANNUAL ** Quebec.City-Ste.Foy-Univ.Laval QC CAN Custom-713920 WMO#=713920

----------------------------------------------------------------------------------------------------
REPORT:,Annual Building Utility Performance Summary
FOR:,Entire Facility
Values gathered over        24.00 hours
WARNING: THE REPORT DOES NOT REPRESENT A FULL ANNUAL SIMULATION.

Site and Source Energy

,,Total Energy [kBtu],Energy Per Total Building Area [kBtu/ft2],Energy Per Conditioned Building Area [kBtu/ft2]
,Total Site Energy,5941.75,0.19,0.27
,Net Site Energy,5941.75,0.19,0.27
,Total Source Energy,9385.39,0.30,0.43
,Net Source Energy,9385.39,0.30,0.43


Site to Source Energy Conversion Factors

,,Site=>Source Conversion Factor
,Electricity,3.167
,Natural Gas,1.084
,District Cooling,1.056
,District Heating,3.613
,Steam,1.200
,Gasoline,1.050
,Diesel,1.050
,Coal,1.050
,Fuel Oil No 1,1.050
,Fuel Oil No 2,1.050
,Propane,1.050
,Other Fuel 1,1.000
,Other Fuel 2,1.000


Building Area

,,Area [ft2]
,Total Building Area,31210.83
,Net Conditioned Building Area,21609.96
,Unconditioned Building Area,9600.87


End Uses

,,Electricity [kBtu],Natural Gas [kBtu],Gasoline [kBtu],Diesel [kBtu],Coal [kBtu],Fuel Oil No 1 [kBtu],Fuel Oil No 2 [kBtu],Propane [kBtu],Other Fuel 1 [kBtu],Other Fuel 2 [kBtu],District Cooling [kBtu],District Heating [kBtu],Water [gal]
,Heating,0.00,4528.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Cooling,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Lighting,106.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Lighting,51.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment,842.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Equipment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Fans,181.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Pumps,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Rejection,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Humidification,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Water Systems,232.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,933.99
,Refrigeration,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Generators,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,,
,Total End Uses,1413.60,4528.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,933.99
Note: Natural gas appears to be the principal heating source based on energy usage.


End Uses By Subcategory

,,Subcategory,Electricity [kBtu],Natural Gas [kBtu],Gasoline [kBtu],Diesel [kBtu],Coal [kBtu],Fuel Oil No 1 [kBtu],Fuel Oil No 2 [kBtu],Propane [kBtu],Other Fuel 1 [kBtu],Other Fuel 2 [kBtu],District Cooling [kBtu],District Heating [kBtu],Water [gal]
,CENTRAL SYSTEM_UNIT1_FRONTROW_TOPFLOOR,477.11,477.11,216.33,216.33,477.1064,477.1064,477.1064,1.0000,1.0000
,CENTRAL SYSTEM_UNIT2_FRONTROW_TOPFLOOR,301.82,301.82,159.50,159.50,301.8169,301.8169,301.8169,1.0000,1.0000
,CENTRAL SYSTEM_UNIT3_FRONTROW_TOPFLOOR,378.19,378.19,216.26,216.26,378.1910,378.1910,378.1910,1.0000,1.0000
,CENTRAL SYSTEM_UNIT1_BACKROW_TOPFLOOR,453.68,453.68,216.32,216.32,453.6774,453.6774,453.6774,1.0000,1.0000
,CENTRAL SYSTEM_UNIT2_BACKROW_TOPFLOOR,300.35,300.35,159.46,159.46,300.3536,300.3536,300.3536,1.0000,1.0000
,CENTRAL SYSTEM_UNIT3_BACKROW_TOPFLOOR,353.81,353.81,216.19,216.19,353.8143,353.8143,353.8143,1.0000,1.0000


Plant Loop Coincident Design Fluid Flow Rate Adjustments

,,Previous Design Volume Flow Rate [ft3/min],Algorithm Volume Flow Rate [ft3/min],Coincident Design Volume Flow Rate [ft3/min],Coincident Size Adjusted,Peak Sizing Period Name,Peak Day into Period {TIMESTAMP}[day],Peak Hour Of Day {TIMESTAMP}[hr],Peak Step Start Minute {TIMESTAMP}[min]
,None,,,,,,,,


Coil Sizing Summary

,,Coil Type,HVAC Type,HVAC Name,Coil Final Gross Total Capacity [Btu/h],Coil Final Gross Sensible Capacity [Btu/h],Coil Final Reference Air Volume Flow Rate [ft3/min],Coil Final Reference Plant Fluid Volume Flow Rate [ft3/min],Coil U-value Times Area Value [Btu/h-F],Design Day Name at Sensible Ideal Loads Peak,Date/Time at Sensible Ideal Loads Peak,Design Day Name at Air Flow Ideal Loads Peak,Date/Time at Air Flow Ideal Loads Peak,Coil Total Capacity at Ideal Loads Peak [Btu/h],Coil Sensible Capacity at Ideal Loads Peak [Btu/h],Coil Air Volume Flow Rate at Ideal Loads Peak [ft3/min],Coil Entering Air Drybulb at Ideal Loads Peak [F],Coil Entering Air Wetbulb at Ideal Loads Peak [F],Coil Entering Air Humidity Ratio at Ideal Loads Peak [lbWater/lbDryAir],Coil Leaving Air Drybulb at Ideal Loads Peak [F],Coil Leaving Air Wetbulb at Ideal Loads Peak [F],Coil Leaving Air Humidity Ratio at Ideal Loads Peak [lbWater/lbDryAir],Outdoor Air Drybulb at Ideal Loads Peak [F],Outdoor Air Humidity Ratio at Ideal Loads Peak [lbWater/lbDryAir],Outdoor Air Wetbulb at Ideal Loads Peak [F],Outdoor Air Flow Percentage at Ideal Loads Peak [%],Zone Air Drybulb at Ideal Loads Peak [F],Zone Air Humidity Ratio at Ideal Loads Peak [lbWater/lbDryAir],Zone Air Relative Humidity at Ideal Loads Peak [%],Zone Sensible Heat Gain at Ideal Loads Peak [Btu/h],Zone Latent Heat Gain at Ideal Loads Peak [Btu/h],Coil Total Capacity at Rating Conditions [Btu/h],Coil Sensible Capacity at Rating Conditions [Btu/h]
,DX COOLING COIL_UNIT1_FRONTROW_BOTTOMFLOOR,Coil:Cooling:DX:SingleSpeed,AirLoopHVAC,CENTRAL SYSTEM_UNIT1_FRONTROW_BOTTOMFLOOR,14772.315,11827.532,554.123188,-999.,-999.00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 17:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 17:00:00,14581.80,12837.55,554.123188,74.10,61.22,0.00869983,53.60,52.09,0.00800000,83.06,0.01272282,69.78,8.1200,71.60,0.00834429,50.1724,10841.99,0.00,14778.48,11751.98
,MAIN WATER HEATING COIL_UNIT1_FRONTROW_BOTTOMFLOOR,Coil:Heating:Water,AirLoopHVAC,CENTRAL SYSTEM_UNIT1_FRONTROW_BOTTOMFLOOR,34663.301,34663.301,554.123188,0.47554195,475.544,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,34663.30,34663.30,554.123188,63.59,54.38,0.00697413,122.00,74.93,0.00800000,-26.9,0.00018338,-26.9,8.1200,71.59,0.00757427,45.6137,27586.38,0.00,35340.34,35340.34
,DX COOLING COIL_UNIT2_FRONTROW_BOTTOMFLOOR,Coil:Cooling:DX:SingleSpeed,AirLoopHVAC,CENTRAL SYSTEM_UNIT2_FRONTROW_BOTTOMFLOOR,12823.126,10266.882,449.605724,-999.,-999.00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 14:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 14:00:00,12581.43,10496.59,449.605724,75.15,62.16,0.00906920,53.60,52.09,0.00800000,86.18,0.01272586,70.70,10.0077,71.60,0.00849262,51.0524,6463.59,0.00,12828.48,10204.71
,MAIN WATER HEATING COIL_UNIT2_FRONTROW_BOTTOMFLOOR,Coil:Heating:Water,AirLoopHVAC,CENTRAL SYSTEM_UNIT2_FRONTROW_BOTTOMFLOOR,29019.461,29019.461,449.605724,0.39811473,393.759,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,29019.46,29019.46,449.605724,61.74,53.39,0.00685005,122.00,74.93,0.00800000,-26.9,0.00018338,-26.9,10.0077,71.59,0.00759142,45.7136,24633.78,0.00,29119.31,29119.31
,DX COOLING COIL_UNIT3_FRONTROW_BOTTOMFLOOR,Coil:Cooling:DX:SingleSpeed,AirLoopHVAC,CENTRAL SYSTEM_UNIT3_FRONTROW_BOTTOMFLOOR,13756.709,11016.482,503.609192,-999.,-999.00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 14:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 14:00:00,13427.53,11523.91,503.609192,74.76,61.72,0.00887480,53.60,52.09,0.00800000,86.18,0.01272586,70.70,8.9345,71.60,0.00840382,50.5256,8078.93,0.00,13762.45,10947.45
,MAIN WATER HEATING COIL_UNIT3_FRONTROW_BOTTOMFLOOR,Coil:Heating:Water,AirLoopHVAC,CENTRAL SYSTEM_UNIT3_FRONTROW_BOTTOMFLOOR,31935.890,31935.890,503.609192,0.43812490,436.041,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,31935.89,31935.89,503.609192,62.79,53.94,0.00691402,122.00,74.93,0.00800000,-26.9,0.00018338,-26.9,8.9345,71.59,0.00757437,45.6143,27593.38,0.00,32335.76,32335.76
,DX COOLING COIL_UNIT1_BACKROW_BOTTOMFLOOR,Coil:Cooling:DX:SingleSpeed,AirLoopHVAC,CENTRAL SYSTEM_UNIT1_BACKROW_BOTTOMFLOOR,14023.515,11228.001,526.035004,-999.,-999.00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 17:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 17:00:00,13854.09,12126.47,526.035004,74.15,61.29,0.00873535,53.60,52.09,0.00800000,83.06,0.01272282,69.78,8.5536,71.60,0.00836238,50.2798,10292.40,0.00,14029.37,11156.28
,MAIN WATER HEATING COIL_UNIT1_BACKROW_BOTTOMFLOOR,Coil:Heating:Water,AirLoopHVAC,CENTRAL SYSTEM_UNIT1_BACKROW_BOTTOMFLOOR,33146.731,33146.731,526.035004,0.45473629,453.582,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,33146.73,33146.73,526.035004,63.17,54.15,0.00694212,122.00,74.93,0.00800000,-26.9,0.00018338,-26.9,8.5536,71.59,0.00757431,45.6140,27589.31,0.00,33670.04,33670.04
,DX COOLING COIL_UNIT2_BACKROW_BOTTOMFLOOR,Coil:Cooling:DX:SingleSpeed,AirLoopHVAC,CENTRAL SYSTEM_UNIT2_BACKROW_BOTTOMFLOOR,13461.057,10773.849,449.611353,-999.,-999.00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 15:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 15:00:00,13293.06,10757.53,449.611353,75.66,62.67,0.00929530,53.60,52.09,0.00800000,86.18,0.01272586,70.70,10.0075,71.60,0.00858638,51.6089,5140.54,0.00,13466.67,10707.37
,MAIN WATER HEATING COIL_UNIT2_BACKROW_BOTTOMFLOOR,Coil:Heating:Water,AirLoopHVAC,CENTRAL SYSTEM_UNIT2_BACKROW_BOTTOMFLOOR,29019.765,29019.765,449.611353,0.39811890,393.764,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,29019.76,29019.76,449.611353,61.74,53.39,0.00685007,122.00,74.93,0.00800000,-26.9,0.00018338,-26.9,10.0075,71.59,0.00759143,45.7136,24634.08,0.00,29119.64,29119.64
,DX COOLING COIL_UNIT3_BACKROW_BOTTOMFLOOR,Coil:Cooling:DX:SingleSpeed,AirLoopHVAC,CENTRAL SYSTEM_UNIT3_BACKROW_BOTTOMFLOOR,14281.057,11433.505,503.569036,-999.,-999.00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 15:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 15:00:00,14002.03,11735.85,503.569036,75.12,62.10,0.00903817,53.60,52.09,0.00800000,86.18,0.01272586,70.70,8.9352,71.60,0.00846708,50.9012,6565.02,0.00,14287.02,11360.23
,MAIN WATER HEATING COIL_UNIT3_BACKROW_BOTTOMFLOOR,Coil:Heating:Water,AirLoopHVAC,CENTRAL SYSTEM_UNIT3_BACKROW_BOTTOMFLOOR,31933.722,31933.722,503.569036,0.43809515,436.010,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,31933.72,31933.72,503.569036,62.79,53.94,0.00691394,122.00,74.93,0.00800000,-26.9,0.00018338,-26.9,8.9352,71.59,0.00757434,45.6142,27591.18,0.00,32333.37,32333.37
,DX COOLING COIL_UNIT1_FRONTROW_MIDDLEFLOOR,Coil:Cooling:DX:SingleSpeed,AirLoopHVAC,CENTRAL SYSTEM_UNIT1_FRONTROW_MIDDLEFLOOR,12623.724,10107.251,473.527551,-999.,-999.00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 17:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 17:00:00,12473.19,10953.76,473.527551,74.26,61.31,0.00871932,53.60,52.09,0.00800000,83.06,0.01272282,69.78,9.5021,71.60,0.00829896,49.9028,9265.26,0.00,12628.99,10042.69
,MAIN WATER HEATING COIL_UNIT1_FRONTROW_MIDDLEFLOOR,Coil:Heating:Water,AirLoopHVAC,CENTRAL SYSTEM_UNIT1_FRONTROW_MIDDLEFLOOR,30308.594,30308.594,473.527551,0.41580020,412.466,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,30308.59,30308.59,473.527551,62.24,53.68,0.00689274,122.00,74.93,0.00800000,-26.9,0.00018338,-26.9,9.5021,71.60,0.00759720,45.7397,9287.64,0.00,30543.33,30543.33
,DX COOLING COIL_UNIT2_FRONTROW_MIDDLEFLOOR,Coil:Cooling:DX:SingleSpeed,AirLoopHVAC,CENTRAL SYSTEM_UNIT2_FRONTROW_MIDDLEFLOOR,7523.382,6023.635,282.209007,-999.,-999.00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 23:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 23:00:00,8069.09,6204.10,282.209007,73.42,62.21,0.00950297,53.60,52.09,0.00800000,69.44,0.01270967,65.53,15.9439,72.30,0.00889472,52.1748,5868.70,0.00,7526.52,5985.16
,MAIN WATER HEATING COIL_UNIT2_FRONTROW_MIDDLEFLOOR,Coil:Heating:Water,AirLoopHVAC,CENTRAL SYSTEM_UNIT2_FRONTROW_MIDDLEFLOOR,19979.589,19979.589,282.209007,0.27409774,262.223,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,19979.59,19979.59,282.209007,55.90,50.20,0.00647430,122.00,74.93,0.00800000,-26.9,0.00018338,-26.9,15.9439,71.60,0.00766757,46.1552,6208.32,0.00,19100.95,19100.95
,DX COOLING COIL_UNIT3_FRONTROW_MIDDLEFLOOR,Coil:Cooling:DX:SingleSpeed,AirLoopHVAC,CENTRAL SYSTEM_UNIT3_FRONTROW_MIDDLEFLOOR,9932.554,7952.552,372.579288,-999.,-999.00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 11:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 10:00:00,10108.62,8642.32,372.579288,73.91,61.41,0.00886664,53.60,52.09,0.00800000,77.70,0.01271761,68.16,12.0766,71.60,0.00832228,50.0407,7130.84,0.00,9936.70,7901.75
,MAIN WATER HEATING COIL_UNIT3_FRONTROW_MIDDLEFLOOR,Coil:Heating:Water,AirLoopHVAC,CENTRAL SYSTEM_UNIT3_FRONTROW_MIDDLEFLOOR,24858.805,24858.805,372.579288,0.34103516,333.350,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,24858.80,24858.80,372.579288,59.71,52.27,0.00670189,122.00,74.93,0.00800000,-26.9,0.00018338,-26.9,12.0766,71.60,0.00759723,45.7399,9288.40,0.00,24520.90,24520.90
,DX COOLING COIL_UNIT1_BACKROW_MIDDLEFLOOR,Coil:Cooling:DX:SingleSpeed,AirLoopHVAC,CENTRAL SYSTEM_UNIT1_BACKROW_MIDDLEFLOOR,11616.068,9300.466,435.729441,-999.,-999.00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 17:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 17:00:00,11494.35,9996.72,435.729441,74.35,61.43,0.00877998,53.60,52.09,0.00800000,83.06,0.01272282,69.78,10.3264,71.60,0.00832595,50.0630,8525.65,0.00,11620.92,9241.06
,MAIN WATER HEATING COIL_UNIT1_BACKROW_MIDDLEFLOOR,Coil:Heating:Water,AirLoopHVAC,CENTRAL SYSTEM_UNIT1_BACKROW_MIDDLEFLOOR,28268.026,28268.026,435.729441,0.38780588,382.869,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,28268.03,28268.03,435.729441,61.43,53.23,0.00683168,122.00,74.93,0.00800000,-26.9,0.00018338,-26.9,10.3264,71.60,0.00759727,45.7401,9289.25,0.00,28291.00,28291.00
,DX COOLING COIL_UNIT2_BACKROW_MIDDLEFLOOR,Coil:Cooling:DX:SingleSpeed,AirLoopHVAC,CENTRAL SYSTEM_UNIT2_BACKROW_MIDDLEFLOOR,7357.475,5890.801,275.985672,-999.,-999.00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 23:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 23:00:00,7901.16,6014.48,275.985672,73.40,62.30,0.00956760,53.60,52.09,0.00800000,69.44,0.01270967,65.53,16.3034,72.30,0.00895555,52.5284,5742.51,0.00,7360.54,5853.17
,MAIN WATER HEATING COIL_UNIT2_BACKROW_MIDDLEFLOOR,Coil:Heating:Water,AirLoopHVAC,CENTRAL SYSTEM_UNIT2_BACKROW_MIDDLEFLOOR,19643.629,19643.629,275.985672,0.26948875,257.310,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,19643.63,19643.63,275.985672,55.55,50.00,0.00644737,122.00,74.93,0.00800000,-26.9,0.00018338,-26.9,16.3034,71.60,0.00766754,46.1550,6207.52,0.00,18726.13,18726.13
,DX COOLING COIL_UNIT3_BACKROW_MIDDLEFLOOR,Coil:Cooling:DX:SingleSpeed,AirLoopHVAC,CENTRAL SYSTEM_UNIT3_BACKROW_MIDDLEFLOOR,9221.862,7383.533,345.920575,-999.,-999.00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 10:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 09:00:00,9576.13,7987.18,345.920575,73.47,61.46,0.00899697,53.60,52.09,0.00800000,73.90,0.01271395,66.97,13.0073,71.60,0.00835074,50.2095,6673.89,0.00,9225.71,7336.37
,MAIN WATER HEATING COIL_UNIT3_BACKROW_MIDDLEFLOOR,Coil:Heating:Water,AirLoopHVAC,CENTRAL SYSTEM_UNIT3_BACKROW_MIDDLEFLOOR,23419.609,23419.609,345.920575,0.32129098,312.410,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,23419.61,23419.61,345.920575,58.79,51.75,0.00663278,122.00,74.93,0.00800000,-26.9,0.00018338,-26.9,13.0073,71.60,0.00759711,45.7391,9285.22,0.00,22925.81,22925.81
,DX COOLING COIL_UNIT1_FRONTROW_TOPFLOOR,Coil:Cooling:DX:SingleSpeed,AirLoopHVAC,CENTRAL SYSTEM_UNIT1_FRONTROW_TOPFLOOR,12719.133,10183.641,477.106428,-999.,-999.00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 17:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 17:00:00,12584.76,10904.49,477.106428,74.25,61.43,0.00879876,53.60,52.09,0.00800000,83.06,0.01272282,69.78,9.4308,71.60,0.00839015,50.4446,9335.05,0.00,12724.44,10118.59
,MAIN WATER HEATING COIL_UNIT1_FRONTROW_TOPFLOOR,Coil:Heating:Water,AirLoopHVAC,CENTRAL SYSTEM_UNIT1_FRONTROW_TOPFLOOR,30505.686,30505.686,477.106428,0.41850409,415.465,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,30505.69,30505.69,477.106428,62.30,52.88,0.00643748,122.00,74.93,0.00800000,-26.9,0.00018338,-26.9,9.4308,71.59,0.00708871,42.7249,11853.53,0.00,30758.37,30758.37
,DX COOLING COIL_UNIT2_FRONTROW_TOPFLOOR,Coil:Cooling:DX:SingleSpeed,AirLoopHVAC,CENTRAL SYSTEM_UNIT2_FRONTROW_TOPFLOOR,8063.290,6457.661,301.816881,-999.,-999.00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 23:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 23:00:00,8664.67,6577.10,301.816881,73.45,62.35,0.00958909,53.60,52.09,0.00800000,69.44,0.01270967,65.53,14.9080,72.31,0.00904237,53.0258,6265.89,0.00,8066.65,6416.40
,MAIN WATER HEATING COIL_UNIT2_FRONTROW_TOPFLOOR,Coil:Heating:Water,AirLoopHVAC,CENTRAL SYSTEM_UNIT2_FRONTROW_TOPFLOOR,21040.557,21040.557,301.816881,0.28865304,277.858,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,21040.56,21040.56,301.816881,56.91,49.65,0.00595710,122.00,74.93,0.00800000,-26.9,0.00018338,-26.9,14.9080,71.59,0.00696865,42.0074,8739.22,0.00,20281.40,20281.40
,DX COOLING COIL_UNIT3_FRONTROW_TOPFLOOR,Coil:Cooling:DX:SingleSpeed,AirLoopHVAC,CENTRAL SYSTEM_UNIT3_FRONTROW_TOPFLOOR,10082.156,8072.331,378.190968,-999.,-999.00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 10:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 10:00:00,10275.55,8668.93,378.190968,73.89,61.53,0.00894620,53.60,52.09,0.00800000,77.70,0.01271761,68.16,11.8974,71.60,0.00843691,50.7211,7399.88,0.00,10086.36,8020.77
,MAIN WATER HEATING COIL_UNIT3_FRONTROW_TOPFLOOR,Coil:Heating:Water,AirLoopHVAC,CENTRAL SYSTEM_UNIT3_FRONTROW_TOPFLOOR,25164.751,25164.751,378.190968,0.34523240,337.915,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,25164.75,25164.75,378.190968,59.87,51.53,0.00626693,122.00,74.93,0.00800000,-26.9,0.00018338,-26.9,11.8974,71.59,0.00708846,42.7234,11849.75,0.00,24857.78,24857.78
,DX COOLING COIL_UNIT1_BACKROW_TOPFLOOR,Coil:Cooling:DX:SingleSpeed,AirLoopHVAC,CENTRAL SYSTEM_UNIT1_BACKROW_TOPFLOOR,12094.541,9683.558,453.677402,-999.,-999.00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 17:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 17:00:00,11979.01,10306.73,453.677402,74.30,61.51,0.00884305,53.60,52.09,0.00800000,83.06,0.01272282,69.78,9.9178,71.60,0.00841590,50.5974,8876.61,0.00,12099.59,9621.70
,MAIN WATER HEATING COIL_UNIT1_BACKROW_TOPFLOOR,Coil:Heating:Water,AirLoopHVAC,CENTRAL SYSTEM_UNIT1_BACKROW_TOPFLOOR,29240.637,29240.637,453.677402,0.40114902,397.115,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,INTERNATIONAL FALLS INTL AP ANN HTG 99.6% CONDNS DB,1/21 15:00:00,29240.64,29240.64,453.677402,61.82,52.61,0.00640382,122.00,74.93,0.00800000,-26.9,0.00018338,-26.9,9.9178,71.59,0.00708867,42.7247,11852.95,0.00,29362.62,29362.62
,DX COOLING COIL_UNIT2_BACKROW_TOPFLOOR,Coil:Cooling:DX:SingleSpeed,AirLoopHVAC,CENTRAL SYSTEM_UNIT2_BACKROW_TOPFLOOR,8050.104,6445.646,300.353554,-999.,-999.00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 23:00:00,INTERNATIONAL FALLS INTL AP ANN CLG .4% CONDNS DB=>MWB,7/21 23:00:00,8654.48,6546.44,300.353554,73.44,62.38,0.00961201,53.60,52.09,0.00800000,69.44,0.01270967,65.53,14.9807,72.31,0.00906620,53.1641,6236.19,0.00,8053.46,6404.74
